Temperature,Humidity,Rainfall (mm),Soil pH,Nitrogen (kg/ha),Phosphorus (kg/ha),Potassium (kg/ha),Yield (tons/ha)
21.236203565420873,52.41844910800191,218.99949329699112,6.937570523948215,98.74526168577209,5.273230017870432,28.110766397348826,8.613834993273812
38.52142919229749,49.974725773884195,55.35359867961347,4.655613871,73.17747486598833,144.19773727935254,210.84039515606568,2.283443753534629
31.959818254342153,40.56923475,103.99190831096585,6.949041363506938,150.1782856310934,82.62090728228378,238.07645907514865,8.707448122530456
27.959754525911098,66.43600020608928,198.98419105734547,4.8586744270564655,33.275544623909404,106.55807843464844,144.66726621183784,9.750230398
14.680559213273096,58.59744963051773,144.6268034,7.341376954074989,152.5477146910194,137.3265879156044,142.41123956407526,2.5188693875206902
14.67983561008608,81.94205953944022,221.57131159046816,6.060310586323722,40.62173480946886,67.80741686998957,170.5633350188119,6.223567265590491
11.742508365045984,31.926574828923496,288.36237036685793,7.850785966274074,68.13657836769168,68.89472588247543,94.67955597923283,2.083714570988187
35.98528437324806,68.63207565330758,34.96400631455925,8.270116981060522,73.33303960055974,29.212327783767762,49.792816596205654,7.010388175975828
28.033450352296263,75.77693271069367,212.8703149194183,6.168441365862436,198.1783133374759,136.3451006848418,25.93961665,3.720897004646741
31.242177333881365,75.56919415129842,69.10324668963436,6.342221181894985,122.06617709993834,98.91262937463432,221.46428448874786,2.463213420370641
10.617534828874074,83.16443803,124.34301822227077,6.860590324051401,157.73529654122873,31.13904086,141.35861064839096,1.2517164115302641
39.097295564859834,73.74202456976965,9.858817738541948,5.288530887432202,115.52181692760108,86.16984211234343,176.57694768113709,1.6602798869319582
34.97327922401266,85.66860369886177,40.77221468780968,8.209331363313446,196.80001411160808,52.583771066470426,89.69252407,6.590500637845768
16.370173320348286,49.95939598925349,95.93318671,6.231999706005491,43.70245673677452,26.341385621946298,203.6820500500932,3.347243708450848
15.454749016213018,60.19256500509258,102.59574158639549,5.167281344,124.92608457294992,31.37106987224583,93.98110099,9.175690647657133
15.502135295603015,30.84477979697344,269.8755649386287,7.550927333675536,161.5025927761179,86.09228788247934,17.142675440146718,2.4142553310282913
19.127267288786133,30.417455238197473,222.54387277995454,5.37660549,129.4256671155718,86.83585776024997,90.8570628,6.570754739076626
25.742692948967136,44.407597227091195,291.6548904561123,5.0741171,180.41787504194437,119.54141325258723,214.0782163,3.7326604257130325
22.958350559263472,36.048431828345116,179.72145310057215,6.751488301976028,124.13451646356779,40.95772120948265,220.2132333728013,3.8242463119649805
18.736874205941255,45.61268207614522,72.51411962739539,7.185981021166363,167.02332430555575,137.79584042499977,234.3324731578676,8.108553217269755
28.355586841671386,40.62259767170384,98.29650897649286,6.778250962659666,43.401453630291215,80.19887507431719,129.8748314026823,1.3962923004252366
14.184815819561255,31.711201490318896,95.95077698759013,7.126042595789453,59.792139926562164,34.60503988198649,239.58237980491407,3.1909664029553158
18.764339456056547,84.55824878436297,97.94829829897547,4.962096049230977,94.3730297,64.92568346249169,129.80284258206467,8.788728156677696
20.99085529881075,30.49338788333349,201.8892519335447,6.404072151536429,171.80736524859444,138.88709444590543,46.93970937034436,5.541725257014839
23.682099526511077,74.16492866022512,159.24237842712486,5.928074576354165,91.04628449304175,74.33269871569557,130.48887202479813,2.9532832052881015
33.55527884179041,39.12887321517099,115.62725342599329,8.393474464960487,129.2171981694945,131.83369101946155,218.46741317770528,5.874010630840714
15.990213464750791,84.73377732,44.72693061861498,4.698495737,85.20420436485587,28.175746599162654,198.5655631,7.025984047256353
25.42703315240835,83.56775637539315,6.641748882643772,5.693176812239692,163.08687393224852,137.52396779834794,114.17276165406106,1.4241112847507713
27.772437065861276,69.23406878215545,65.65040327630778,8.267448776366887,48.05464138712254,67.43972679741823,61.01040467296009,1.3028826478435294
11.393512381599932,70.33404899,32.24142119060438,8.433984732737319,122.81620082759154,140.73840681196083,149.46870577246145,6.167126431002671
28.22634555704315,30.320348518181312,235.6335092556718,7.7996064309085344,119.7991357842707,130.58138532203805,233.49408850445377,5.192946888705045
15.115723710618745,89.09229396681613,33.74938734416561,4.803992976065637,86.61594678343756,100.69511449802401,52.59813196763483,3.298926289904587
11.951547789558386,82.66995621454886,217.26847119205084,6.745420113374161,143.9743307554782,102.56273045818784,208.4896505001229,8.138972535722699
38.466566117599996,83.70637354380551,115.6976069328248,6.100491970681869,15.410555524664435,35.668658242150414,45.357906601346265,7.090504306
38.96896099223678,69.55467222305231,22.01351692313279,7.725810270781606,169.88499782574112,92.41031794382369,230.70421040073975,8.868678054183594
34.25192044349383,50.68721571927219,243.81901482947572,4.720096942285333,76.11339361872852,84.67685792429711,176.38148599404948,1.3059017411561729
19.13841307520112,83.61891894542885,173.8891711,5.288515006578809,160.6742882192221,53.45132026936548,36.203531296464995,2.0982129705089694
12.930163420191516,47.491015689071546,70.72845385907192,6.456780264890518,67.96130340121691,78.31512101602611,58.58195504708428,4.846738776379728
30.526990795364707,63.76269260053217,268.4043522998004,5.130590651791308,45.70222874827082,139.72581504409325,232.46121263258445,2.948925838260696
23.20457481218804,35.98385834063294,13.577494161165438,7.270860570777193,84.00299988612576,5.769321249761398,131.81594559451634,2.769936877476416
13.661147045343364,85.31733781,60.54588245932887,7.783068884559193,161.4997210681713,65.48299345565256,118.83779240542222,9.742497771907185
24.855307303338105,38.44622747,225.6140783417583,7.318079574510573,143.66842670423975,53.37761451177576,23.98526601,2.271768816715702
11.031655633456552,43.49380834382444,212.81337909296676,6.261134854559929,86.19592835453467,144.37850477587656,30.16954994,4.737157174691559
37.27961206236346,63.48804949,86.78150812,8.013550665010584,188.19505763808064,146.2146635364255,175.99566179885872,5.975394193988176
17.763399448000506,75.84558001,18.607462605834936,5.050744526879766,87.66747531166614,89.92077767,196.46412994925424,7.985739813971824
29.87566853061946,67.16107835617794,257.4234216674831,5.5413543355960355,76.64301837573497,84.75101042389663,218.0815624079393,7.055324938815761
19.35133228268233,43.92803476800937,94.10929142097078,6.458158741009213,37.496593081282896,135.9658120375261,130.6743722729382,6.585764246877055
25.602040635334326,30.05658255164942,58.714024478479566,4.745354395517008,23.35294269159347,5.948658695867667,88.85766405169063,9.502351861478003
26.40130838029839,75.42903481844635,154.81854670829313,4.882743126266189,76.48145673,86.53068742373567,160.12543094570273,3.634667623786525
15.545633665765811,89.11243955466563,273.0681597847342,6.089773486889488,27.48041537811912,8.571699206631013,158.53122729339646,1.7169233569501743
39.08753883293676,78.59478721836543,13.063973353012603,8.275545186938217,97.90064199886316,145.3835293409771,18.319935593027942,3.2320568740586326
33.253984700833435,57.61239708939692,229.74122640926632,8.133654773,173.40181330585568,51.423135814488944,235.31267225554373,3.4330427376291413
38.18496824692568,84.22603568394639,171.74196838161268,6.3638994331136445,100.46216401199818,80.51618876658688,164.21446555223238,2.386414732633132
36.844820512829465,54.59086039,127.63473496554508,5.068634178,101.3103858716013,65.54743316660372,11.552456951935186,5.722794746844988
27.936999364332554,61.496045054608054,223.2241332,5.212430623833742,58.15371798364736,134.5754980003267,240.31220883826248,3.136770127072487
37.65622705,58.62778604,289.7473273324897,6.010184218436509,41.59615943019536,149.97360190297022,238.63622875408134,9.519255964786796
12.654775061557585,56.857432359931494,68.76186334880731,5.340296780347126,52.242483117028435,14.916256808003201,237.02074038771218,1.4048875946896957
15.879485872574357,76.51144615763434,43.09420952163588,4.831902377561511,117.91781111472032,111.14451471758115,223.33570831535877,7.2784445663724915
11.356818667316142,61.60613443616952,273.8645235668091,7.195109934079989,122.44069173493466,58.35980047249678,54.31264547114591,8.279357962570948
19.759909922897933,49.00302732151296,200.6859232371911,6.825794551170779,51.83568061,25.16557336351996,244.52149403558585,9.182247198
21.660318690684463,45.48949006,131.3958064685898,5.665187031912341,85.79487110401965,63.78844179714571,192.86378805382353,7.327293953700232
18.140470953216877,32.264839018046004,171.97787107928494,7.615793530209217,118.04971003343617,149.7312613776765,163.7816856357544,1.3859184542568228
34.86212527455788,64.99170971298275,223.6841715528732,7.603795550823338,154.48778731689058,56.847258406021304,236.24094675375065,1.2405821630259097
20.70259980080768,43.797684924062054,231.90956961171517,6.464007880851048,70.75617840806291,45.22292582736081,101.46094550691937,4.717020253260818
18.428035290621423,38.888035320982986,275.96825424568937,4.8861302220475755,61.55781480289548,127.69484931698719,233.52855814470476,8.722958770601512
26.280882494747456,69.22979782966067,128.0528366686868,8.1738776,148.7887298711372,130.8510099744012,155.36428063022097,1.0427740362691722
14.22772674924288,70.87255546929293,88.02327300581851,7.174642094163885,107.62431244015872,54.13602745063498,149.03136788852555,2.040983894126968
34.06590942262119,75.12929353545996,191.89928003695258,5.488203276607804,172.78185232694887,48.307605388802465,165.02834008507608,8.714104536
12.236519310393124,60.21461378031549,124.7183697838591,6.9418181881369065,50.09057387359038,98.85581424437547,190.99848217419975,6.663254211097591
39.60660809801552,83.64327631,178.37953618469336,6.120085983310521,156.47914645733746,34.75088013948843,116.78082431833076,4.854927079
33.16734307889972,86.18056520389368,125.99573953678505,7.041398558943832,40.78636640932679,75.13438338029052,245.34503295744395,3.641248973340225
15.961470446025173,78.44225638754936,45.89873600345234,6.395483582924083,121.1065364543881,25.49483528891785,31.24451042538948,1.240985262990896
10.165663513708072,68.13560892049124,140.82802549768752,6.441888600958934,63.89040457979041,49.18944284376353,229.31776752213207,1.1412891443009008
34.463842853645026,48.22325721547132,207.27534658230985,7.443528367629437,29.207281943921863,48.13481716631797,167.78154517091616,7.160198316965501
31.205720315428515,88.97669529721327,239.78514230029495,6.954902984255903,127.1852748677571,105.76049492636965,228.37995907593628,9.833189106343237
31.87021504122962,46.44817003,147.99788303896406,4.819810764976903,106.29180238025167,45.929590074240004,98.50240542118992,5.438069099259996
33.13811040057837,42.15941531942586,49.57136706312028,4.761494281785215,102.33623582378601,135.28187699163232,208.95969607570584,2.0136879279148747
12.22133955202271,56.52924682719497,124.40631289482947,5.720036949986901,122.57869121621984,147.54168368353857,157.8371457549686,7.749617347222121
20.753971856328178,33.41043424274331,235.88817865250948,6.220983986154986,80.76307131646078,16.753946682330387,209.46612355333164,3.9294000259678254
13.476071785753891,88.70966788030745,123.85778118512185,5.600890236717144,137.33183673290756,62.65890661790245,88.00537039,4.688674719396898
35.89310277626781,65.30601338498549,208.9592380812667,7.105839432279672,34.86030887831686,48.76695420664988,230.1522789937411,7.621158197758375
28.698943804826737,63.41712549985051,152.16410450342693,5.280431726902488,145.8445818909656,56.03856863408775,231.8178091423418,9.184698995977403
19.926940745579476,69.34777679,72.36693753281901,7.3165643855846785,120.16460571333263,43.476458480143144,123.95758996333363,6.603574703757263
11.906750508580709,59.82141887,238.8451524069223,7.592602968,102.42980160680034,60.48640487443861,106.07557003977321,9.511277804941356
19.329469651469864,31.923811025672496,25.26403622120611,4.997277230382602,34.25357599390571,25.50511595150333,148.0465816003968,7.678839356
19.75549966080241,66.73867733,157.46708482654518,7.103224973451952,62.87025110435844,45.573649954073964,58.04425609246178,9.458309079
31.88818535014192,72.97043261738584,62.667310273021485,8.345743903600457,66.10634993772058,113.43359230367568,129.0903034274097,7.3955421963448345
29.126724140656393,55.00494363744319,20.119688562412698,5.271295269053387,54.424404242887626,54.88674622,225.23699077786873,5.812483375722337
36.616382277289794,75.43773432427157,150.88018112497465,8.137211324464618,191.29414803887644,35.13606011210295,97.64223974,1.7753215881425217
24.16644775485848,43.62007796030524,149.86864678047706,6.924191797096066,183.9718959913182,20.72438559190202,186.6517110769766,3.7674774310309833
13.58782737814905,43.27659546397104,212.07027050271626,6.863779469326848,113.7653106294576,55.460601356061964,159.54945653039977,9.862960304235981
31.39734361668985,39.68501926125444,223.42520791557146,4.707690729283469,49.07779081564243,98.29431784995109,72.73363030089092,2.394692003939907
32.82355145850693,52.31968558734971,218.33744660786903,7.493201113545593,183.11628936386793,41.729206304667294,137.6236914814877,3.1792289003704695
26.83831592708489,80.82072212,122.8676198750265,6.413092210592232,152.38724124267304,66.25462518280015,214.62187878830684,6.150814333828993
33.12901539863683,79.67472372894386,189.50693616796877,7.384697567340536,17.366649401267054,143.09779406362995,143.1805325538282,6.966409228905304
24.81386789093172,52.96945247781023,173.0835727931881,7.736724413786424,103.23518912993377,85.09261351586132,177.2426581026535,8.105435443385517
25.681984881459822,65.34712416,126.46852683507588,6.595185493489114,124.93947839045548,82.1310993,196.0934109,3.0633477796577404
